date,season
2009-03-11,-43.753894794374595
2009-03-12,-31.590150175506807
2009-03-13,-233.10029028434613
2009-03-14,-579.6139743493734
2009-03-15,-533.2217665873477
2009-03-16,-387.6692195349841
2009-03-17,4.167807193275996
2009-03-18,100.28971850414875
2009-03-19,163.75522791006296
2009-03-20,31.782258135188656
2009-03-21,-914.4750010009236
2009-03-22,-809.0208459977611
2009-03-23,-466.57538966101635
2009-03-24,-269.9593584747231
2009-03-25,102.1425691473485
2009-03-26,217.3769417664706
2009-03-27,-328.93383017508427
2009-03-28,-709.2144740826005
2009-03-29,-729.8981918710308
2009-03-30,-538.3698823205971
2009-03-31,-247.61567130447756
2009-04-01,-248.71622564538274
2009-04-02,-597.6831035679018
2009-04-03,-580.588478374135
2009-04-04,-1033.8618063701738
2009-04-05,-1275.0039055483887
2009-04-06,-764.7023723952864
2009-04-07,-312.2051203814086
2009-04-08,-293.21211739590893
2009-04-09,-395.3395699680164
2009-04-10,-916.8755755731842
2009-04-11,-999.0304447329854
2009-04-12,-1093.9113702898208
2009-04-13,-1009.5060020904062
2009-04-14,-393.7244477303659
2009-04-15,-302.3881225948629
2009-04-16,-367.2542285087204
2009-04-17,-569.9052104850433
2009-04-18,-858.4185836307032
2009-04-19,-813.2544015964828
2009-04-20,-602.0320067393524
2009-04-21,-261.9113859112712
2009-04-22,-182.63726451798445
2009-04-23,-203.95774630476689
2009-04-24,-504.96245276093293
2009-04-25,-1233.49238341046
2009-04-26,-1229.0298639113241
2009-04-27,-611.4060132883824
2009-04-28,-116.77252149552342
2009-04-29,104.5059156175973
2009-04-30,152.81225598535605
2009-05-01,-178.59037081240817
2009-05-02,-620.1462119001278
2009-05-03,-581.5069027876841
2009-05-04,-333.30733885337577
2009-05-05,-16.025438900000996
2009-05-06,69.38772168493556
2009-05-07,2.187314534137956
2009-05-08,-192.6578481434118
2009-05-09,-576.903970181089
2009-05-10,-584.2082841802314
2009-05-11,-325.1513201839959
2009-05-12,135.92995522632523
2009-05-13,216.61009045456953
2009-05-14,206.30540167182326
2009-05-15,-47.36160646807119
2009-05-16,-414.92571825422834
2009-05-17,-282.4912263265357
2009-05-18,107.76724425169868
2009-05-19,325.365306545186
2009-05-20,345.52163220083395
2009-05-21,339.4804611671697
2009-05-22,174.23458945572992
2009-05-23,-127.23696364879284
2009-05-24,-238.11288375385703
2009-05-25,22.781916642885424
2009-05-26,324.50363157419787
2009-05-27,327.7687581788507
2009-05-28,331.1072687594868
2009-05-29,233.90228303745852
2009-05-30,-50.539855062372574
2009-05-31,-81.88683433368955
2009-06-01,219.5113861661045
2009-06-02,450.85222441547467
2009-06-03,472.9730389224221
2009-06-04,487.93454905285364
2009-06-05,232.89816297864593
2009-06-06,3.3783550020604087
2009-06-07,12.273237207353922
2009-06-08,-4.156966737251768
2009-06-09,445.2026342986136
2009-06-10,927.5135197836204
2009-06-11,1032.4674426604108
2009-06-12,744.8040309541234
2009-06-13,441.7739027513944
2009-06-14,399.92376456266976
2009-06-15,766.1435939481254
2009-06-16,961.0268255298936
2009-06-17,892.5693059515993
2009-06-18,826.0283377754453
2009-06-19,563.446869234018
2009-06-20,253.14324441887968
2009-06-21,199.79203484799692
2009-06-22,439.09150600542273
2009-06-23,851.6340712941764
2009-06-24,922.0054270047838
2009-06-25,858.4651358042518
2009-06-26,626.8035009550755
2009-06-27,518.5522375331348
2009-06-28,489.31584634980135
2009-06-29,735.5358823100254
2009-06-30,1053.1325921077052
2009-07-01,920.5130299593358
2009-07-02,1036.24680923481
2009-07-03,854.2192813056776
2009-07-04,646.777470940403
2009-07-05,532.4214148477623
2009-07-06,833.0588948154659
2009-07-07,1204.611603169352
2009-07-08,1252.7505165085104
2009-07-09,1269.1488799727367
2009-07-10,919.6659906050919
2009-07-11,503.10857143245113
2009-07-12,511.6990118138142
2009-07-13,534.0190986938123
2009-07-14,724.2603452145637
2009-07-15,893.1954775598327
2009-07-16,1043.5554872492698
2009-07-17,793.990435627294
2009-07-18,434.5817363405622
2009-07-19,490.0876963778972
2009-07-20,754.9417104032959
2009-07-21,1043.8708490280928
2009-07-22,1089.7873115329307
2009-07-23,1163.1370320931294
2009-07-24,936.3410781747967
2009-07-25,593.5665925959831
2009-07-26,711.5233265572574
2009-07-27,895.3709551622998
2009-07-28,1394.0784059159228
2009-07-29,1241.3190571403668
2009-07-30,995.2172538950177
2009-07-31,608.8006164684447
2009-08-01,281.68005466721416
2009-08-02,454.96376396080484
2009-08-03,642.2682004457296
2009-08-04,966.0178221844549
2009-08-05,1111.4324144935385
2009-08-06,1075.9704808024364
2009-08-07,823.2690732087442
2009-08-08,562.0048373411656
2009-08-09,575.6852933792828
2009-08-10,982.5667866345026
2009-08-11,1155.1533827070868
2009-08-12,1084.4886846986778
2009-08-13,894.2782454054615
2009-08-14,599.6772846455713
2009-08-15,77.13351674499388
2009-08-16,-39.652941480993306
2009-08-17,291.06194084400516
2009-08-18,893.1472467588067
2009-08-19,677.2652819094907
2009-08-20,572.7701765605711
2009-08-21,361.7764689304472
2009-08-22,190.28753562095258
2009-08-23,185.17793844773104
2009-08-24,193.0836367301551
2009-08-25,482.7967169794954
2009-08-26,547.3263391850554
2009-08-27,491.1526015856634
2009-08-28,296.47615251764944
2009-08-29,-106.31898502443418
2009-08-30,-224.0441702081863
2009-08-31,-54.86692454064696
2009-09-01,84.1905979342055
2009-09-02,219.80357956649442
2009-09-03,334.76421286470605
2009-09-04,12.683862105535004
2009-09-05,-365.43081132211773
2009-09-06,-152.69533475059583
2009-09-07,4.695173298107167
2009-09-08,267.25037147707707
